die_id,lot_id,chamber_temp_c,stress_voltage_v,etch_rate_nm_min,leakage_current_0h_ua,standby_current_0h_ma,v_threshold_0h_v,leakage_current_24h_ua,standby_current_24h_ma,v_threshold_24h_v,leakage_current_96h_ua,leakage_current_168h_ua,standby_current_168h_ma,v_threshold_168h_v,sensor_channel_1,sensor_channel_2,sensor_channel_3,defect_type,is_defect_168h
LOT_015_DIE_02364,LOT_015,123.82,3.577,498.02,9.864,2.587,0.6854,10.372,2.614,0.6842,11.145,11.882,2.6,0.6774,101.86,42.56,1.214,PASS,0
LOT_016_DIE_02365,LOT_016,126.2,3.626,527.12,9.706,2.663,0.7142,10.208,2.69,0.7115,10.978,11.63,2.705,0.7057,101.35,45.5,1.229,PASS,0
LOT_017_DIE_02366,LOT_017,124.82,3.602,512.7,11.566,2.358,0.6897,12.081,2.389,0.6873,13.456,13.876,2.378,0.6813,101.4,45.95,1.304,PASS,0
LOT_018_DIE_02367,LOT_018,123.09,3.617,485.3,9.17,2.193,0.7221,9.795,2.224,0.7181,10.018,10.429,2.226,0.7124,99.24,41.53,1.208,PASS,0
LOT_019_DIE_02368,LOT_019,125.62,3.513,491.46,13.244,2.433,0.6707,13.591,2.453,0.6679,14.581,14.723,2.492,0.6615,99.71,45.83,1.301,PASS,0
LOT_020_DIE_02369,LOT_020,125.92,3.609,503.0,8.128,2.78,0.7361,8.705,2.81,0.7327,9.741,10.486,2.793,0.7281,100.77,46.64,1.12,PASS,0
LOT_021_DIE_02370,LOT_021,127.61,3.54,511.67,13.64,2.388,0.7353,13.877,2.406,0.7326,14.696,15.115,2.439,0.7257,97.67,45.19,1.265,PASS,0
LOT_022_DIE_02371,LOT_022,123.57,3.652,505.58,10.546,2.402,0.6998,10.911,2.431,0.6974,11.733,11.932,2.484,0.69,94.43,41.67,1.256,PASS,0
LOT_023_DIE_02372,LOT_023,124.71,3.595,497.99,10.043,2.767,0.7024,10.472,2.793,0.6984,10.977,11.795,2.837,0.6971,102.07,43.37,1.138,PASS,0
LOT_024_DIE_02373,LOT_024,124.45,3.616,480.15,11.3,2.476,0.7224,11.598,2.501,0.7197,12.153,12.683,2.535,0.7145,99.07,45.34,1.278,PASS,0
LOT_025_DIE_02374,LOT_025,124.21,3.567,492.87,12.077,2.554,0.7087,23.635,3.011,0.6977,51.54,83.984,4.171,0.6532,110.75,35.59,1.13,THERMAL_VOLTAGE_STRESS_FAILURE,1
LOT_026_DIE_02375,LOT_026,124.86,3.633,499.22,13.549,2.11,0.7214,14.053,2.136,0.7195,14.832,15.591,2.154,0.7124,98.82,44.62,1.005,PASS,0
LOT_027_DIE_02376,LOT_027,124.99,3.568,520.46,8.765,2.381,0.7214,9.2,2.404,0.7181,10.237,10.916,2.45,0.7127,108.22,47.36,1.329,PASS,0
LOT_028_DIE_02377,LOT_028,123.56,3.621,525.89,12.878,2.365,0.6658,13.389,2.392,0.6639,14.288,14.575,2.436,0.659,105.15,46.02,1.366,PASS,0
LOT_029_DIE_02378,LOT_029,126.22,3.554,478.98,12.348,2.461,0.7323,12.925,2.477,0.7286,13.584,14.331,2.554,0.7212,109.91,47.03,1.433,PASS,0
LOT_030_DIE_02379,LOT_030,124.25,3.637,491.9,8.81,2.602,0.6853,9.079,2.618,0.6826,9.548,10.079,2.623,0.6761,95.86,46.26,1.141,PASS,0
LOT_031_DIE_02380,LOT_031,127.3,3.673,489.52,12.701,2.879,0.7317,13.041,2.885,0.7277,14.06,14.569,2.943,0.7218,101.33,47.9,1.113,PASS,0
LOT_032_DIE_02381,LOT_032,124.75,3.633,491.38,9.089,2.509,0.7185,9.732,2.515,0.715,10.749,11.751,2.571,0.712,98.97,43.47,1.225,PASS,0
LOT_033_DIE_02382,LOT_033,122.81,3.621,476.24,7.585,2.75,0.7321,7.889,2.768,0.7292,8.722,9.279,2.784,0.7235,103.89,44.85,1.116,PASS,0
LOT_034_DIE_02383,LOT_034,124.99,3.588,499.13,16.351,2.948,0.6816,16.944,2.978,0.6783,17.48,17.957,2.991,0.6729,89.89,44.3,1.3,PASS,0
LOT_035_DIE_02384,LOT_035,125.79,3.639,515.69,15.171,2.698,0.7288,15.483,2.717,0.7254,16.05,16.213,2.721,0.7214,96.22,40.96,1.283,PASS,0
LOT_036_DIE_02385,LOT_036,125.43,3.612,481.6,11.984,2.658,0.6897,12.19,2.677,0.6871,13.32,13.901,2.702,0.6812,102.03,47.84,1.203,PASS,0
LOT_037_DIE_02386,LOT_037,126.33,3.588,499.84,11.108,2.502,0.7152,11.343,2.529,0.7125,12.214,12.814,2.538,0.7083,100.63,48.51,1.256,PASS,0
LOT_038_DIE_02387,LOT_038,124.35,3.612,506.89,8.956,2.511,0.7178,9.406,2.524,0.7145,10.187,10.682,2.568,0.7107,104.07,44.48,1.098,PASS,0
LOT_039_DIE_02388,LOT_039,125.33,3.624,495.67,11.907,2.425,0.7471,11.843,2.44,0.7441,13.038,13.032,2.494,0.7368,95.14,44.72,1.276,PASS,0
LOT_040_DIE_02389,LOT_040,127.26,3.545,507.57,10.561,2.403,0.7147,11.145,2.424,0.7131,11.614,12.299,2.478,0.7063,94.32,49.02,1.384,PASS,0
LOT_041_DIE_02390,LOT_041,124.44,3.612,511.13,7.968,2.33,0.7126,8.26,2.336,0.7086,9.134,9.984,2.367,0.7054,104.22,49.53,1.255,PASS,0
LOT_042_DIE_02391,LOT_042,124.37,3.629,502.11,10.876,2.52,0.7463,11.315,2.539,0.7418,12.119,12.277,2.554,0.736,98.89,47.09,1.219,PASS,0
LOT_043_DIE_02392,LOT_043,123.79,3.643,475.61,7.802,2.708,0.7248,7.965,2.736,0.7213,8.845,9.706,2.761,0.7157,103.29,49.36,1.101,PASS,0
LOT_044_DIE_02393,LOT_044,125.99,3.515,499.81,13.716,2.588,0.7215,14.163,2.601,0.7181,14.618,15.43,2.623,0.7134,111.47,47.11,1.28,PASS,0
LOT_045_DIE_02394,LOT_045,127.2,3.581,498.83,9.601,2.735,0.7321,9.902,2.753,0.73,10.919,11.168,2.748,0.726,95.86,49.28,1.199,PASS,0
LOT_046_DIE_02395,LOT_046,126.63,3.599,484.19,13.928,2.465,0.6954,14.177,2.487,0.6931,15.242,15.523,2.51,0.6866,89.56,46.14,1.216,PASS,0
LOT_047_DIE_02396,LOT_047,125.75,3.533,507.4,9.083,2.522,0.7164,9.543,2.555,0.7148,10.076,10.707,2.614,0.7103,96.4,44.94,1.252,PASS,0
LOT_048_DIE_02397,LOT_048,124.96,3.643,494.69,12.328,2.439,0.7177,12.695,2.459,0.7142,13.132,13.96,2.489,0.7098,95.75,44.83,1.301,PASS,0
LOT_049_DIE_02398,LOT_049,121.8,3.595,465.62,8.989,2.362,0.6713,9.351,2.382,0.6682,10.397,11.042,2.427,0.664,103.2,46.52,1.275,PASS,0
LOT_050_DIE_02399,LOT_050,128.18,3.525,491.66,7.738,2.734,0.6902,7.967,2.752,0.6858,8.62,9.622,2.814,0.6803,96.68,46.97,1.108,PASS,0
LOT_001_DIE_02400,LOT_001,126.01,3.623,501.92,9.949,2.462,0.7594,10.359,2.473,0.7579,10.7,11.741,2.51,0.7529,92.56,48.66,1.241,PASS,0
LOT_002_DIE_02401,LOT_002,124.51,3.581,507.0,14.124,2.46,0.7066,14.498,2.499,0.7034,15.215,15.737,2.502,0.6991,98.82,46.91,1.287,PASS,0
LOT_003_DIE_02402,LOT_003,126.43,3.595,467.2,13.894,2.555,0.7252,14.618,2.585,0.7229,15.621,16.361,2.607,0.7186,97.6,46.26,1.222,PASS,0
LOT_004_DIE_02403,LOT_004,123.15,3.651,489.18,10.629,2.683,0.7336,10.875,2.718,0.7299,11.494,12.334,2.754,0.7276,103.67,40.56,1.241,PASS,0
LOT_005_DIE_02404,LOT_005,125.48,3.538,525.95,10.121,2.437,0.7124,10.316,2.444,0.7097,11.411,11.436,2.505,0.7002,99.45,42.55,1.299,PASS,0
LOT_006_DIE_02405,LOT_006,123.55,3.5,476.52,8.258,2.41,0.7343,8.848,2.423,0.7308,9.776,10.857,2.47,0.7262,100.46,44.6,1.363,PASS,0
LOT_007_DIE_02406,LOT_007,125.03,3.581,485.3,9.339,2.648,0.6702,9.886,2.667,0.6661,10.546,11.298,2.691,0.6614,96.31,43.88,1.361,PASS,0
LOT_008_DIE_02407,LOT_008,125.49,3.571,518.83,16.303,2.568,0.6965,16.562,2.589,0.6938,17.923,18.421,2.611,0.6884,102.37,43.44,1.207,PASS,0
LOT_009_DIE_02408,LOT_009,126.02,3.651,481.56,11.156,2.472,0.6696,11.398,2.489,0.6664,12.174,12.979,2.512,0.6604,93.45,43.6,1.171,PASS,0
LOT_010_DIE_02409,LOT_010,125.48,3.614,488.97,12.949,2.713,0.7312,13.574,2.736,0.7282,13.623,14.244,2.74,0.7226,102.17,47.24,1.261,PASS,0
LOT_011_DIE_02410,LOT_011,124.96,3.63,491.95,8.653,2.4,0.7068,9.256,2.426,0.7037,9.336,10.124,2.449,0.7009,98.94,44.39,1.222,PASS,0
LOT_012_DIE_02411,LOT_012,126.14,3.661,493.32,16.021,2.467,0.6982,16.625,2.493,0.6954,17.426,18.441,2.54,0.6918,98.81,43.56,1.185,PASS,0
LOT_013_DIE_02412,LOT_013,123.22,3.576,508.3,12.762,2.39,0.7133,12.919,2.424,0.7104,13.396,14.004,2.446,0.7051,108.62,50.15,1.342,PASS,0
LOT_014_DIE_02413,LOT_014,124.6,3.561,509.5,8.677,2.759,0.7353,8.817,2.764,0.7331,9.712,9.918,2.805,0.7282,97.96,41.2,1.213,PASS,0
LOT_015_DIE_02414,LOT_015,125.04,3.603,499.27,10.215,2.432,0.6994,10.511,2.455,0.6953,11.392,12.039,2.481,0.692,96.84,44.75,1.107,PASS,0
LOT_016_DIE_02415,LOT_016,126.67,3.594,509.85,11.063,2.618,0.7122,11.408,2.664,0.7099,12.533,12.866,2.65,0.7061,108.86,44.32,1.221,PASS,0
LOT_017_DIE_02416,LOT_017,124.29,3.611,516.97,10.718,2.641,0.7056,11.311,2.66,0.7034,12.019,12.246,2.719,0.6977,98.12,47.0,1.25,PASS,0
LOT_018_DIE_02417,LOT_018,126.09,3.564,484.03,13.409,2.446,0.7336,13.707,2.449,0.7317,14.266,15.313,2.519,0.7295,103.37,44.33,1.236,PASS,0
LOT_019_DIE_02418,LOT_019,127.17,3.591,523.13,12.126,2.562,0.6981,12.637,2.572,0.6973,13.593,13.892,2.579,0.6905,89.68,44.0,1.315,PASS,0
LOT_020_DIE_02419,LOT_020,124.16,3.625,493.7,12.288,2.724,0.7392,12.633,2.738,0.7346,13.293,13.988,2.774,0.7298,106.25,43.09,1.204,PASS,0
LOT_021_DIE_02420,LOT_021,125.81,3.551,503.72,14.416,2.762,0.7352,14.811,2.776,0.7322,15.533,16.342,2.815,0.7275,114.54,43.91,1.317,PASS,0
LOT_022_DIE_02421,LOT_022,126.96,3.604,530.24,6.225,2.719,0.6846,6.849,2.741,0.6812,7.717,8.091,2.756,0.6774,102.29,45.02,1.27,PASS,0
LOT_023_DIE_02422,LOT_023,125.26,3.63,492.66,8.778,2.729,0.6752,9.201,2.763,0.6705,8.977,9.547,2.775,0.6667,92.63,45.57,1.383,PASS,0
LOT_024_DIE_02423,LOT_024,126.9,3.591,492.59,11.598,2.596,0.7082,11.991,2.631,0.7047,12.747,13.547,2.628,0.7033,97.07,42.86,1.21,PASS,0
LOT_025_DIE_02424,LOT_025,126.36,3.566,480.49,10.452,2.668,0.7123,11.268,2.689,0.7089,11.818,12.792,2.727,0.7053,95.32,42.69,1.201,PASS,0
LOT_026_DIE_02425,LOT_026,123.92,3.598,501.56,13.27,2.384,0.7223,13.633,2.405,0.7171,14.336,14.842,2.45,0.7157,105.09,42.34,1.376,PASS,0
LOT_027_DIE_02426,LOT_027,125.41,3.576,517.01,7.149,2.419,0.7159,7.74,2.432,0.7134,8.418,9.08,2.463,0.7088,95.8,43.55,1.16,PASS,0
LOT_028_DIE_02427,LOT_028,126.17,3.579,508.38,12.637,2.476,0.6934,13.123,2.504,0.6902,13.82,14.591,2.558,0.6817,91.11,46.01,1.183,PASS,0
LOT_029_DIE_02428,LOT_029,124.62,3.582,473.4,10.719,2.554,0.6913,11.683,2.59,0.6886,12.239,12.711,2.634,0.6791,105.59,45.2,1.359,PASS,0
LOT_030_DIE_02429,LOT_030,124.91,3.644,507.1,9.93,2.709,0.6817,10.367,2.72,0.6803,11.61,12.062,2.719,0.6751,99.14,46.62,1.222,PASS,0
LOT_031_DIE_02430,LOT_031,124.21,3.575,499.98,12.916,2.496,0.7436,13.711,2.515,0.7394,14.173,14.901,2.538,0.7346,96.07,49.17,1.278,PASS,0
LOT_032_DIE_02431,LOT_032,124.43,3.599,486.02,8.133,2.37,0.7168,8.579,2.392,0.7146,9.368,9.874,2.453,0.7089,96.5,45.51,1.191,PASS,0
LOT_033_DIE_02432,LOT_033,125.15,3.609,479.08,9.049,2.515,0.6737,9.639,2.534,0.6702,10.166,11.229,2.578,0.6687,95.33,45.58,1.151,PASS,0
LOT_034_DIE_02433,LOT_034,126.19,3.572,481.52,14.415,2.406,0.6709,14.656,2.415,0.6671,15.639,16.024,2.458,0.6638,104.6,45.5,1.318,PASS,0
LOT_035_DIE_02434,LOT_035,125.32,3.528,519.98,15.976,2.409,0.7136,16.384,2.423,0.7112,16.75,17.605,2.447,0.7067,102.51,46.27,1.172,PASS,0
LOT_036_DIE_02435,LOT_036,127.17,3.682,490.03,12.344,2.457,0.7013,13.095,2.473,0.698,13.595,14.329,2.482,0.6962,93.47,44.57,1.264,PASS,0
LOT_037_DIE_02436,LOT_037,125.24,3.651,495.86,12.945,2.633,0.7141,27.026,2.964,0.6954,46.303,74.494,3.63,0.6459,111.56,37.46,1.326,THERMAL_VOLTAGE_STRESS_FAILURE,1
LOT_038_DIE_02437,LOT_038,125.07,3.646,515.07,9.085,2.455,0.7082,9.353,2.477,0.7042,10.057,10.417,2.466,0.698,97.42,46.55,1.165,PASS,0
LOT_039_DIE_02438,LOT_039,126.0,3.592,478.07,11.01,2.259,0.7368,11.501,2.248,0.7321,11.781,12.855,2.331,0.7265,98.67,48.47,1.169,PASS,0
LOT_040_DIE_02439,LOT_040,124.25,3.601,521.52,8.428,2.252,0.7264,8.841,2.266,0.7231,9.816,10.131,2.277,0.7194,96.85,44.77,1.251,PASS,0
LOT_041_DIE_02440,LOT_041,123.6,3.555,524.28,9.658,2.548,0.6935,9.881,2.569,0.6895,10.778,11.346,2.616,0.6818,95.99,46.2,1.323,PASS,0
LOT_042_DIE_02441,LOT_042,123.88,3.626,494.25,11.563,2.425,0.7266,12.159,2.435,0.723,12.728,13.602,2.472,0.716,95.54,42.93,1.277,PASS,0
LOT_043_DIE_02442,LOT_043,125.15,3.602,509.4,8.779,2.625,0.7295,9.388,2.656,0.7263,9.886,10.278,2.67,0.7208,99.28,45.34,1.094,PASS,0
LOT_044_DIE_02443,LOT_044,125.27,3.602,497.04,14.201,2.333,0.7228,14.542,2.346,0.7194,14.812,15.636,2.408,0.713,100.0,46.93,1.181,PASS,0
LOT_045_DIE_02444,LOT_045,125.64,3.565,485.24,10.063,2.396,0.7208,10.304,2.422,0.7159,11.171,11.532,2.445,0.7148,94.07,46.04,1.284,PASS,0
LOT_046_DIE_02445,LOT_046,126.31,3.582,483.96,11.999,2.556,0.7195,12.548,2.577,0.7142,13.49,14.222,2.589,0.712,99.63,47.81,1.348,PASS,0
LOT_047_DIE_02446,LOT_047,123.6,3.565,490.7,10.105,2.544,0.7341,10.449,2.544,0.7321,11.692,12.241,2.573,0.7288,108.81,42.29,1.362,PASS,0
LOT_048_DIE_02447,LOT_048,127.69,3.579,498.53,12.444,2.715,0.7052,12.734,2.741,0.7019,13.66,14.459,2.825,0.6972,100.98,44.43,1.256,PASS,0
LOT_049_DIE_02448,LOT_049,125.15,3.584,498.23,10.408,2.445,0.6811,10.785,2.454,0.678,11.659,12.085,2.504,0.6746,98.94,44.66,1.168,PASS,0
LOT_050_DIE_02449,LOT_050,125.59,3.564,484.82,8.592,2.365,0.6903,8.929,2.41,0.6877,9.803,10.575,2.41,0.6849,111.17,43.6,1.249,PASS,0
LOT_001_DIE_02450,LOT_001,124.06,3.603,474.73,11.986,2.236,0.7114,12.502,2.234,0.7076,13.284,13.951,2.288,0.7027,101.47,46.76,1.239,PASS,0
LOT_002_DIE_02451,LOT_002,125.42,3.634,502.47,15.427,2.492,0.715,15.73,2.5,0.711,16.512,16.765,2.53,0.7101,96.9,45.32,1.235,PASS,0
LOT_003_DIE_02452,LOT_003,123.59,3.614,495.31,12.746,2.645,0.7356,13.467,2.666,0.7333,14.744,15.215,2.707,0.7296,91.7,46.77,1.249,PASS,0
LOT_004_DIE_02453,LOT_004,124.2,3.619,505.24,11.97,2.616,0.7502,20.411,3.234,0.7338,48.154,93.043,4.18,0.681,112.65,38.48,1.218,LATENT_DRIFT_RUNAWAY,1
LOT_005_DIE_02454,LOT_005,124.52,3.582,510.25,8.656,2.514,0.7024,9.245,2.548,0.7014,10.751,11.521,2.569,0.6956,92.36,44.48,1.256,PASS,0
LOT_006_DIE_02455,LOT_006,125.16,3.653,495.49,6.541,2.741,0.7455,6.651,2.766,0.7423,7.705,8.061,2.785,0.7407,98.02,43.13,1.267,PASS,0
LOT_007_DIE_02456,LOT_007,124.03,3.631,495.49,8.878,2.479,0.6898,9.299,2.523,0.6864,10.112,10.369,2.51,0.6837,95.12,45.75,1.184,PASS,0
LOT_008_DIE_02457,LOT_008,125.4,3.595,516.36,13.578,2.409,0.674,13.831,2.44,0.6698,14.115,14.793,2.461,0.6673,94.6,43.54,1.228,PASS,0
LOT_009_DIE_02458,LOT_009,126.45,3.585,489.16,9.914,2.796,0.6548,10.239,2.79,0.6526,11.535,12.678,2.865,0.6472,105.45,44.84,1.291,PASS,0
LOT_010_DIE_02459,LOT_010,125.99,3.634,478.96,15.443,2.743,0.7076,15.817,2.747,0.7056,16.933,17.718,2.816,0.6988,104.44,44.54,1.373,PASS,0
LOT_011_DIE_02460,LOT_011,124.55,3.615,497.29,8.53,2.366,0.6938,8.627,2.386,0.6912,9.553,10.048,2.409,0.6853,98.02,43.52,1.162,PASS,0
LOT_012_DIE_02461,LOT_012,125.47,3.616,474.28,14.411,2.523,0.6921,14.997,2.548,0.6889,15.906,16.547,2.575,0.6835,102.73,46.12,1.136,PASS,0
LOT_013_DIE_02462,LOT_013,124.53,3.64,526.43,13.147,2.316,0.7324,13.796,2.323,0.7289,14.409,14.501,2.384,0.7231,100.42,48.53,1.288,PASS,0
LOT_014_DIE_02463,LOT_014,124.92,3.56,515.62,11.41,2.535,0.7091,22.659,2.852,0.6908,38.507,77.068,4.264,0.6684,115.5,36.71,1.347,THERMAL_VOLTAGE_STRESS_FAILURE,1
LOT_015_DIE_02464,LOT_015,124.93,3.521,499.68,9.214,2.595,0.709,9.845,2.617,0.7061,10.891,11.525,2.67,0.6999,95.89,44.53,1.211,PASS,0
LOT_016_DIE_02465,LOT_016,125.31,3.554,496.92,10.608,2.447,0.6803,11.004,2.465,0.6749,11.155,11.763,2.486,0.6723,104.5,48.58,1.342,PASS,0
LOT_017_DIE_02466,LOT_017,127.89,3.615,508.1,11.355,2.389,0.6976,11.713,2.403,0.6963,12.471,12.947,2.451,0.6899,95.69,42.81,1.177,PASS,0
LOT_018_DIE_02467,LOT_018,123.82,3.623,482.7,11.907,2.6,0.7174,12.603,2.621,0.7155,13.159,13.756,2.641,0.7142,101.14,44.4,1.19,PASS,0
LOT_019_DIE_02468,LOT_019,124.29,3.641,517.08,11.288,2.536,0.6981,11.974,2.552,0.6953,12.676,13.036,2.593,0.6892,96.02,47.22,1.226,PASS,0
LOT_020_DIE_02469,LOT_020,124.18,3.567,484.41,7.984,2.351,0.7358,8.429,2.375,0.7322,9.161,9.923,2.4,0.7251,93.53,48.06,1.258,PASS,0
LOT_021_DIE_02470,LOT_021,124.63,3.583,523.1,12.262,2.367,0.748,12.839,2.391,0.7469,13.459,13.86,2.36,0.7402,96.59,45.62,1.342,PASS,0
LOT_022_DIE_02471,LOT_022,125.0,3.582,536.7,9.088,2.522,0.6966,9.46,2.559,0.6939,10.535,11.374,2.606,0.6878,100.59,44.36,1.245,PASS,0
LOT_023_DIE_02472,LOT_023,124.9,3.579,491.1,8.296,2.516,0.6668,8.752,2.536,0.6647,9.253,9.803,2.552,0.6586,99.51,41.11,1.241,PASS,0
LOT_024_DIE_02473,LOT_024,122.6,3.58,470.76,13.125,2.301,0.7476,13.611,2.323,0.7447,14.022,14.477,2.377,0.7439,102.44,44.85,1.216,PASS,0
LOT_025_DIE_02474,LOT_025,126.4,3.575,480.1,12.013,2.385,0.73,12.428,2.424,0.7281,13.556,14.195,2.474,0.7199,97.19,46.7,1.394,PASS,0
LOT_026_DIE_02475,LOT_026,124.25,3.594,483.58,14.116,2.704,0.7396,14.603,2.705,0.7361,15.098,15.346,2.773,0.7308,95.46,47.42,1.25,PASS,0
LOT_027_DIE_02476,LOT_027,125.32,3.64,513.78,9.046,2.481,0.7382,9.33,2.484,0.7357,10.628,11.561,2.486,0.7316,95.22,43.6,1.226,PASS,0
LOT_028_DIE_02477,LOT_028,122.86,3.574,516.28,9.662,2.681,0.672,10.039,2.707,0.6685,10.943,10.927,2.721,0.664,108.26,44.48,1.139,PASS,0
LOT_029_DIE_02478,LOT_029,125.58,3.628,470.94,12.927,2.652,0.7165,13.305,2.684,0.7146,14.207,14.743,2.688,0.7107,104.21,47.42,1.418,PASS,0
LOT_030_DIE_02479,LOT_030,124.2,3.629,500.88,8.761,2.322,0.6801,9.405,2.338,0.6758,10.664,10.938,2.374,0.6681,95.75,47.39,1.238,PASS,0
LOT_031_DIE_02480,LOT_031,125.6,3.563,494.58,12.494,2.458,0.7125,12.86,2.479,0.7093,13.288,14.011,2.524,0.704,99.22,44.94,1.18,PASS,0
LOT_032_DIE_02481,LOT_032,125.77,3.573,487.38,10.091,2.461,0.7186,10.44,2.482,0.7157,10.847,11.207,2.508,0.71,96.99,48.45,1.171,PASS,0
LOT_033_DIE_02482,LOT_033,122.82,3.645,488.39,8.623,2.484,0.6895,9.229,2.509,0.6855,9.803,10.47,2.508,0.6832,88.83,44.3,1.499,PASS,0
LOT_034_DIE_02483,LOT_034,125.7,3.542,487.12,15.606,2.473,0.6944,16.2,2.5,0.6924,17.052,18.081,2.522,0.6883,98.03,44.91,1.279,PASS,0
LOT_035_DIE_02484,LOT_035,125.23,3.687,509.68,13.073,2.647,0.6987,13.608,2.655,0.6948,14.647,15.206,2.686,0.6924,100.22,44.35,1.139,PASS,0
LOT_036_DIE_02485,LOT_036,122.75,3.626,490.64,13.098,2.568,0.6915,13.719,2.588,0.6898,14.74,15.288,2.627,0.6852,100.18,50.26,1.311,PASS,0
LOT_037_DIE_02486,LOT_037,125.76,3.555,500.66,11.373,2.657,0.7389,12.066,2.682,0.736,12.514,13.113,2.664,0.7304,99.06,43.28,1.251,PASS,0
LOT_038_DIE_02487,LOT_038,126.08,3.618,503.24,8.265,2.675,0.7206,8.782,2.695,0.7163,8.827,9.531,2.688,0.7136,99.69,45.04,1.375,PASS,0
LOT_039_DIE_02488,LOT_039,126.99,3.626,489.66,11.211,2.338,0.7068,11.635,2.361,0.7026,12.507,13.34,2.396,0.6982,100.75,46.83,1.208,PASS,0
LOT_040_DIE_02489,LOT_040,127.07,3.657,520.95,12.561,2.566,0.6986,12.861,2.585,0.6957,13.512,14.016,2.632,0.6906,95.27,41.36,1.397,PASS,0
LOT_041_DIE_02490,LOT_041,123.85,3.554,511.55,8.656,2.5,0.681,9.171,2.523,0.6775,10.329,10.848,2.546,0.6775,99.42,44.94,1.278,PASS,0
LOT_042_DIE_02491,LOT_042,125.99,3.639,479.68,13.011,2.642,0.7489,13.555,2.638,0.7456,14.0,14.998,2.667,0.736,109.45,42.97,1.145,PASS,0
LOT_043_DIE_02492,LOT_043,125.04,3.615,504.2,7.089,2.301,0.7132,7.522,2.314,0.7089,8.154,8.907,2.308,0.7043,101.29,45.57,1.199,PASS,0
LOT_044_DIE_02493,LOT_044,124.8,3.545,489.64,14.043,2.471,0.6956,14.451,2.502,0.6927,15.09,15.851,2.526,0.6889,100.98,44.41,1.307,PASS,0
LOT_045_DIE_02494,LOT_045,124.91,3.626,479.87,9.19,2.749,0.7394,9.532,2.775,0.737,10.212,11.047,2.809,0.7337,97.41,45.1,1.012,PASS,0
LOT_046_DIE_02495,LOT_046,125.13,3.619,479.47,13.065,2.422,0.7057,13.474,2.44,0.7031,14.737,14.98,2.455,0.698,101.31,44.37,1.346,PASS,0
LOT_047_DIE_02496,LOT_047,126.54,3.63,519.75,8.681,2.406,0.7035,9.148,2.426,0.7012,9.96,10.611,2.463,0.6984,99.13,41.42,1.199,PASS,0
LOT_048_DIE_02497,LOT_048,125.74,3.575,484.35,10.101,2.561,0.7195,10.412,2.562,0.7167,10.88,11.546,2.63,0.7135,96.25,48.25,1.289,PASS,0
LOT_049_DIE_02498,LOT_049,123.79,3.599,485.59,9.531,2.56,0.6985,9.98,2.607,0.6951,10.889,11.847,2.593,0.6915,97.58,45.81,1.274,PASS,0
LOT_050_DIE_02499,LOT_050,125.43,3.548,476.31,10.096,2.563,0.6723,10.416,2.586,0.6699,11.232,12.328,2.609,0.6651,89.04,48.49,1.18,PASS,0
LOT_001_DIE_02500,LOT_001,124.32,3.653,482.52,12.131,2.484,0.7366,12.444,2.504,0.7324,13.221,14.044,2.525,0.7305,96.09,42.59,1.32,PASS,0
LOT_002_DIE_02501,LOT_002,125.08,3.618,513.67,15.404,2.613,0.711,15.872,2.641,0.7101,16.05,16.449,2.661,0.7042,86.46,47.11,1.242,PASS,0
LOT_003_DIE_02502,LOT_003,123.93,3.59,505.44,12.833,2.28,0.743,12.998,2.3,0.7391,13.867,14.07,2.35,0.7353,99.57,39.92,1.346,PASS,0
LOT_004_DIE_02503,LOT_004,124.02,3.654,502.17,14.847,2.597,0.7324,15.415,2.642,0.73,16.243,17.089,2.632,0.7224,94.38,42.03,1.257,PASS,0
LOT_005_DIE_02504,LOT_005,123.24,3.599,514.68,8.895,2.561,0.7056,9.354,2.592,0.7045,10.238,10.515,2.633,0.6968,95.71,46.1,1.216,PASS,0
LOT_006_DIE_02505,LOT_006,125.46,3.531,490.88,6.828,2.46,0.7329,7.255,2.482,0.7313,7.799,8.529,2.498,0.726,101.21,47.62,1.299,PASS,0
LOT_007_DIE_02506,LOT_007,126.03,3.559,500.49,9.076,2.745,0.6827,9.328,2.768,0.6806,10.073,10.366,2.779,0.6752,104.1,46.84,1.264,PASS,0
LOT_008_DIE_02507,LOT_008,124.63,3.678,508.62,15.084,2.331,0.6825,15.432,2.361,0.6791,16.411,16.953,2.349,0.6735,102.13,47.25,1.318,PASS,0
LOT_009_DIE_02508,LOT_009,124.47,3.615,500.03,15.454,2.233,0.6745,29.527,2.617,0.6565,51.941,91.365,3.938,0.6194,109.77,32.63,1.321,LATENT_DRIFT_RUNAWAY,1
LOT_010_DIE_02509,LOT_010,125.63,3.582,483.6,12.574,2.611,0.6942,13.199,2.631,0.6914,14.062,14.858,2.673,0.6865,98.68,46.43,1.316,PASS,0
LOT_011_DIE_02510,LOT_011,126.49,3.674,496.49,7.388,2.645,0.6807,7.646,2.663,0.6796,8.582,9.132,2.7,0.6732,103.47,45.73,1.296,PASS,0
LOT_012_DIE_02511,LOT_012,122.42,3.637,491.93,42.276,4.249,0.6771,50.43,5.164,0.6381,86.374,119.551,6.197,0.5805,115.27,33.85,1.171,LATENT_CONTEXTUAL_OUTLIER,1
LOT_013_DIE_02512,LOT_013,124.55,3.628,528.82,13.265,2.62,0.7446,13.6,2.651,0.741,14.076,14.754,2.647,0.7378,97.11,44.54,1.133,PASS,0
